歌手,歌名,来源,置信度
ICE,Cold,github_extended,0.7
ICE,Cold,github_v2,0.75
ICE,DON‘T WORRY,github_dataset,0.8
ICE,DON‘T WORRY,github_extended,0.7
ICE,DON‘T WORRY,github_v2,0.75
ICE,FEELING DOPE,github_dataset,0.8
ICE,FEELING DOPE,github_extended,0.7
ICE,FEELING DOPE,github_v2,0.75
ICE,Get It Out (Live),github_dataset,0.8
ICE,Get It Out (Live),github_extended,0.7
ICE,Get It Out (Live),github_v2,0.75
ICE,Homie Choice,github_dataset,0.8
ICE,Homie Choice,github_extended,0.7
ICE,Homie Choice,github_v2,0.75
ICE,I DON’T KNOW WHY THEY HATE ME,github_dataset,0.8
ICE,I DON’T KNOW WHY THEY HATE ME,github_extended,0.7
ICE,I DON’T KNOW WHY THEY HATE ME,github_v2,0.75
ICE,I'm ok,github_dataset,0.8
ICE,I'm ok,github_extended,0.7
ICE,I'm ok,github_v2,0.75
ICE,ICE (Live),github_dataset,0.8
ICE,ICE (Live),github_extended,0.7
ICE,ICE (Live),github_v2,0.75
ICE,Intro,github_dataset,0.8
ICE,Intro,github_extended,0.7
ICE,Intro,github_v2,0.75
ICE,NO WHY,github_dataset,0.8
ICE,NO WHY,github_extended,0.7
ICE,NO WHY,github_v2,0.75
ICE,No name,github_dataset,0.8
ICE,No name,github_extended,0.7
ICE,No name,github_v2,0.75
ICE,Only U,github_dataset,0.8
ICE,Only U,github_extended,0.7
ICE,Only U,github_v2,0.75
ICE,Paint me,github_dataset,0.8
ICE,Paint me,github_extended,0.7
ICE,Paint me,github_v2,0.75
ICE,RUNAWAY,github_dataset,0.8
ICE,RUNAWAY,github_extended,0.7
ICE,RUNAWAY,github_v2,0.75
ICE,Red,github_dataset,0.8
ICE,Red,github_extended,0.7
ICE,Red,github_v2,0.75
ICE,Size,github_dataset,0.8
ICE,Size,github_extended,0.7
ICE,Size,github_v2,0.75
ICE,TAKE IT EASY,github_dataset,0.8
ICE,TAKE IT EASY,github_extended,0.7
ICE,TAKE IT EASY,github_v2,0.75
ICE,Three Pass,github_dataset,0.8
ICE,Three Pass,github_extended,0.7
ICE,Three Pass,github_v2,0.75
ICE,Three Pass (Live),github_dataset,0.8
ICE,Three Pass (Live),github_extended,0.7
ICE,Three Pass (Live),github_v2,0.75
ICE,Trust My Gut (Live),github_dataset,0.8
ICE,Trust My Gut (Live),github_extended,0.7
ICE,Trust My Gut (Live),github_v2,0.75
ICE,U DON'T KNOW,github_dataset,0.8
ICE,U DON'T KNOW,github_extended,0.7
ICE,U DON'T KNOW,github_v2,0.75
ICE,U DON’T KNOW (live),github_dataset,0.8
ICE,U DON’T KNOW (live),github_extended,0.7
ICE,U DON’T KNOW (live),github_v2,0.75
ICE,UP,github_dataset,0.8
ICE,UP,github_extended,0.7
ICE,UP,github_v2,0.75
ICE,V.V.S,github_dataset,0.8
ICE,V.V.S,github_extended,0.7
ICE,V.V.S,github_v2,0.75
ICE,W I F I (Prod. by Myers Beatz),github_dataset,0.8
ICE,W I F I (Prod. by Myers Beatz),github_extended,0.7
ICE,W I F I (Prod. by Myers Beatz),github_v2,0.75
ICE,Yesterday,github_dataset,0.8
ICE,Yesterday,github_extended,0.7
ICE,Yesterday,github_v2,0.75
ICE,◓,github_dataset,0.8
ICE,◓,github_extended,0.7
ICE,◓,github_v2,0.75
ICE,不太聪明,github_dataset,0.8
ICE,不太聪明,github_extended,0.7
ICE,不太聪明,github_v2,0.75
ICE,不妥协,lrc_cx_build,0.88
ICE,不完美,lrc_cx_build,0.88
ICE,不将就,lrc_cx_build,0.88
ICE,不怕输,lrc_cx_build,0.88
ICE,不放弃,lrc_cx_build,0.88
ICE,不服输,lrc_cx_build,0.88
ICE,不认命,lrc_cx_build,0.88
ICE,不认输,lrc_cx_build,0.88
ICE,中国新说唱EP10 RAP01,github_dataset,0.8
ICE,中国新说唱EP10 RAP01,github_extended,0.7
ICE,中国新说唱EP10 RAP01,github_v2,0.75
ICE,你猜我猜,github_dataset,0.8
ICE,你猜我猜,github_extended,0.7
ICE,你猜我猜,github_v2,0.75
ICE,光点,lrc_cx_build,0.88
ICE,别让我难过,lrc_cx_build,0.88
ICE,华夏power (Live),github_dataset,0.8
ICE,华夏power (Live),github_extended,0.7
ICE,华夏power (Live),github_v2,0.75
ICE,差不多,github_dataset,0.8
ICE,差不多,github_extended,0.7
ICE,差不多,github_v2,0.75
ICE,您与服务器断开连接,github_dataset,0.8
ICE,您与服务器断开连接,github_extended,0.7
ICE,您与服务器断开连接,github_v2,0.75
ICE,慢一点,github_dataset,0.8
ICE,慢一点,github_extended,0.7
ICE,慢一点,github_v2,0.75
ICE,懂你的美,github_dataset,0.8
ICE,懂你的美,github_extended,0.7
ICE,懂你的美,github_v2,0.75
ICE,潘玮柏邓紫棋战队Cypher (Live),github_dataset,0.8
ICE,潘玮柏邓紫棋战队Cypher (Live),github_extended,0.7
ICE,潘玮柏邓紫棋战队Cypher (Live),github_v2,0.75
ICE,王牌冤家 (Live),github_dataset,0.8
ICE,王牌冤家 (Live),github_extended,0.7
ICE,王牌冤家 (Live),github_v2,0.75
ICE,蜕变 (Live),github_dataset,0.8
ICE,蜕变 (Live),github_extended,0.7
ICE,蜕变 (Live),github_v2,0.75
ICE,解药,github_dataset,0.8
ICE,解药,github_extended,0.7
ICE,解药,github_v2,0.75
ICE,铁血战士,github_dataset,0.8
ICE,铁血战士,github_extended,0.7
ICE,铁血战士,github_v2,0.75
ICE,镜前自述,github_dataset,0.8
ICE,镜前自述,github_extended,0.7
ICE,镜前自述,github_v2,0.75
ICE,陪着你走,github_dataset,0.8
ICE,陪着你走,github_extended,0.7
ICE,陪着你走,github_v2,0.75
ICE,顶天立地(Live),github_dataset,0.8
ICE,顶天立地(Live),github_extended,0.7
ICE,顶天立地(Live),github_v2,0.75
JR Fog,**** You Too,github_dataset,0.8
JR Fog,**** You Too,github_extended,0.7
JR Fog,**** You Too,github_v2,0.75
JR Fog,180,github_dataset,0.8
JR Fog,180,github_extended,0.7
JR Fog,180,github_v2,0.75
JR Fog,6.Work(ft.Jr Fog)(Prod.依兴驰),github_dataset,0.8
JR Fog,6.Work(ft.Jr Fog)(Prod.依兴驰),github_extended,0.7
JR Fog,6.Work(ft.Jr Fog)(Prod.依兴驰),github_v2,0.75
JR Fog,Always On The Road,github_dataset,0.8
JR Fog,Always On The Road,github_extended,0.7
JR Fog,Always On The Road,github_v2,0.75
JR Fog,Always on the Road,github_dataset,0.8
JR Fog,Always on the Road,github_extended,0.7
JR Fog,Always on the Road,github_v2,0.75
JR Fog,Baby是我(Remix) - remix,github_dataset,0.8
JR Fog,Baby是我(Remix) - remix,github_extended,0.7
JR Fog,Baby是我(Remix) - remix,github_v2,0.75
JR Fog,Hello,github_dataset,0.8
JR Fog,Hello,github_extended,0.7
JR Fog,Hello,github_v2,0.75
JR Fog,Hiphop To China,github_dataset,0.8
JR Fog,Hiphop To China,github_extended,0.7
JR Fog,Hiphop To China,github_v2,0.75
JR Fog,I Love Hiphop,github_dataset,0.8
JR Fog,I Love Hiphop,github_extended,0.7
JR Fog,I Love Hiphop,github_v2,0.75
JR Fog,Mixtape - 女神再见（JR Fog remix）,github_dataset,0.8
JR Fog,Mixtape - 女神再见（JR Fog remix）,github_extended,0.7
JR Fog,Mixtape - 女神再见（JR Fog remix）,github_v2,0.75
JR Fog,Mixtape - 曲目一（JR Fog remix）,github_dataset,0.8
JR Fog,Mixtape - 曲目一（JR Fog remix）,github_extended,0.7
JR Fog,Mixtape - 曲目一（JR Fog remix）,github_v2,0.75
JR Fog,Mixtape - 格子（JR Fog remix）,github_dataset,0.8
JR Fog,Mixtape - 格子（JR Fog remix）,github_extended,0.7
JR Fog,Mixtape - 格子（JR Fog remix）,github_v2,0.75
JR Fog,Nana,github_dataset,0.8
JR Fog,Nana,github_extended,0.7
JR Fog,Nana,github_v2,0.75
JR Fog,Rapper,github_dataset,0.8
JR Fog,Rapper,github_extended,0.7
JR Fog,Rapper,github_v2,0.75
JR Fog,Skit Wif Vyan,github_dataset,0.8
JR Fog,Skit Wif Vyan,github_extended,0.7
JR Fog,Skit Wif Vyan,github_v2,0.75
JR Fog,Stay Alone Together,github_dataset,0.8
JR Fog,Stay Alone Together,github_extended,0.7
JR Fog,Stay Alone Together,github_v2,0.75
JR Fog,Tell Me Tell Me (Feat. Sum稣),github_dataset,0.8
JR Fog,Tell Me Tell Me (Feat. Sum稣),github_extended,0.7
JR Fog,Tell Me Tell Me (Feat. Sum稣),github_v2,0.75
JR Fog,Tell Me Why,github_dataset,0.8
JR Fog,Tell Me Why,github_extended,0.7
JR Fog,Tell Me Why,github_v2,0.75
JR Fog,Walking,github_dataset,0.8
JR Fog,Walking,github_extended,0.7
JR Fog,Walking,github_v2,0.75
JR Fog,不够,github_dataset,0.8
JR Fog,不够,github_extended,0.7
JR Fog,不够,github_v2,0.75
JR Fog,专家级,github_dataset,0.8
JR Fog,专家级,github_extended,0.7
JR Fog,专家级,github_v2,0.75
JR Fog,吃屎,github_dataset,0.8
JR Fog,吃屎,github_extended,0.7
JR Fog,吃屎,github_v2,0.75
JR Fog,坏女孩,github_dataset,0.8
JR Fog,坏女孩,github_extended,0.7
JR Fog,坏女孩,github_v2,0.75
JR Fog,天王巨星,github_dataset,0.8
JR Fog,天王巨星,github_extended,0.7
JR Fog,天王巨星,github_v2,0.75
JR Fog,宗教说唱,github_dataset,0.8
JR Fog,宗教说唱,github_extended,0.7
JR Fog,宗教说唱,github_v2,0.75
JR Fog,寻人启事,github_dataset,0.8
JR Fog,寻人启事,github_extended,0.7
JR Fog,寻人启事,github_v2,0.75
JR Fog,废客戏,github_dataset,0.8
JR Fog,废客戏,github_extended,0.7
JR Fog,废客戏,github_v2,0.75
JR Fog,必有我师REMIX,github_dataset,0.8
JR Fog,必有我师REMIX,github_extended,0.7
JR Fog,必有我师REMIX,github_v2,0.75
JR Fog,我什么都不想说 (Feat. JAN周莹),github_dataset,0.8
JR Fog,我什么都不想说 (Feat. JAN周莹),github_extended,0.7
JR Fog,我什么都不想说 (Feat. JAN周莹),github_v2,0.75
JR Fog,我只能写歌给你,github_dataset,0.8
JR Fog,我只能写歌给你,github_extended,0.7
JR Fog,我只能写歌给你,github_v2,0.75
JR Fog,我想飞,github_dataset,0.8
JR Fog,我想飞,github_extended,0.7
JR Fog,我想飞,github_v2,0.75
JR Fog,我的声音,github_dataset,0.8
JR Fog,我的声音,github_extended,0.7
JR Fog,我的声音,github_v2,0.75
JR Fog,无用之人,github_dataset,0.8
JR Fog,无用之人,github_extended,0.7
JR Fog,无用之人,github_v2,0.75
JR Fog,晴天雨天（ft.JR Fog&amp;陈雪花）,github_dataset,0.8
JR Fog,晴天雨天（ft.JR Fog&amp;陈雪花）,github_extended,0.7
JR Fog,晴天雨天（ft.JR Fog&amp;陈雪花）,github_v2,0.75
JR Fog,没有你在,github_dataset,0.8
JR Fog,没有你在,github_extended,0.7
JR Fog,没有你在,github_v2,0.75
JR Fog,流行音乐,github_dataset,0.8
JR Fog,流行音乐,github_extended,0.7
JR Fog,流行音乐,github_v2,0.75
JR Fog,热身,github_dataset,0.8
JR Fog,热身,github_extended,0.7
JR Fog,热身,github_v2,0.75
JR Fog,站起来,github_dataset,0.8
JR Fog,站起来,github_extended,0.7
JR Fog,站起来,github_v2,0.75
JR Fog,纯属虚构,github_dataset,0.8
JR Fog,纯属虚构,github_extended,0.7
JR Fog,纯属虚构,github_v2,0.75
JR Fog,肥宅水(Prod. By 蛋卷),github_dataset,0.8
JR Fog,肥宅水(Prod. By 蛋卷),github_extended,0.7
JR Fog,肥宅水(Prod. By 蛋卷),github_v2,0.75
JR Fog,警察,github_dataset,0.8
JR Fog,警察,github_extended,0.7
JR Fog,警察,github_v2,0.75
JR Fog,说话时间 (Talk Time),github_dataset,0.8
JR Fog,说话时间 (Talk Time),github_extended,0.7
JR Fog,说话时间 (Talk Time),github_v2,0.75
JR Fog,起个名字,github_dataset,0.8
JR Fog,起个名字,github_extended,0.7
JR Fog,起个名字,github_v2,0.75
JR Fog,那个女人,github_dataset,0.8
JR Fog,那个女人,github_extended,0.7
JR Fog,那个女人,github_v2,0.75
JR Fog,那个家,github_dataset,0.8
JR Fog,那个家,github_extended,0.7
JR Fog,那个家,github_v2,0.75
JR Fog,酒一杯 (Prod. By 萧启道),github_dataset,0.8
JR Fog,酒一杯 (Prod. By 萧启道),github_extended,0.7
JR Fog,酒一杯 (Prod. By 萧启道),github_v2,0.75
JR Fog,黑白的战斗,github_dataset,0.8
JR Fog,黑白的战斗,github_extended,0.7
JR Fog,黑白的战斗,github_v2,0.75
Jony J,28,github_dataset,0.8
Jony J,28,github_extended,0.7
Jony J,28,github_v2,0.75
Jony J,Almost Home,github_dataset,0.8
Jony J,Almost Home,github_extended,0.7
Jony J,Almost Home,github_v2,0.75
Jony J,Big Things Start Small,github_dataset,0.8
Jony J,Big Things Start Small,github_extended,0.7
Jony J,Big Things Start Small,github_v2,0.75
Jony J,Come Here RMB,github_dataset,0.8
Jony J,Come Here RMB,github_extended,0.7
Jony J,Come Here RMB,github_v2,0.75
Jony J,Fantasy,github_dataset,0.8
Jony J,Fantasy,github_extended,0.7
Jony J,Fantasy,github_v2,0.75
Jony J,Himmel og hav,manual,1.0
Jony J,How To Lie,github_dataset,0.8
Jony J,How To Lie,github_extended,0.7
Jony J,How To Lie,github_v2,0.75
Jony J,Intro,github_dataset,0.8
Jony J,Intro,github_extended,0.7
Jony J,Intro,github_v2,0.75
Jony J,J Hood,github_dataset,0.8
Jony J,J Hood,github_extended,0.7
Jony J,J Hood,github_v2,0.75
Jony J,LSD,lrc_cx_build,0.88
Jony J,Lost ,github_dataset,0.8
Jony J,Lost ,github_extended,0.7
Jony J,Lost ,github_v2,0.75
Jony J,My City 南京,github_dataset,0.8
Jony J,My City 南京,github_extended,0.7
Jony J,My City 南京,github_v2,0.75
Jony J,My City(feat.顾杰),github_dataset,0.8
Jony J,My City(feat.顾杰),github_extended,0.7
Jony J,My City(feat.顾杰),github_v2,0.75
Jony J,My Man,github_dataset,0.8
Jony J,My Man,github_extended,0.7
Jony J,My Man,github_v2,0.75
Jony J,Nattevandring,manual,1.0
Jony J,Okay,github_dataset,0.8
Jony J,Okay,github_extended,0.7
Jony J,Okay,github_v2,0.75
Jony J,One love (Live),github_dataset,0.8
Jony J,One love (Live),github_extended,0.7
Jony J,One love (Live),github_v2,0.75
Jony J,R.A.P.,lrc_cx_build,0.88
Jony J,Skit,github_dataset,0.8
Jony J,Skit,github_extended,0.7
Jony J,Skit,github_v2,0.75
Jony J,So.Far.So.Good,github_dataset,0.8
Jony J,So.Far.So.Good,github_extended,0.7
Jony J,So.Far.So.Good,github_v2,0.75
Jony J,Team Work,github_dataset,0.8
Jony J,Team Work,github_extended,0.7
Jony J,Team Work,github_v2,0.75
Jony J,What'll U Do[Bonus track],github_dataset,0.8
Jony J,What'll U Do[Bonus track],github_extended,0.7
Jony J,What'll U Do[Bonus track],github_v2,0.75
Jony J,Why we here,github_dataset,0.8
Jony J,Why we here,github_extended,0.7
Jony J,Why we here,github_v2,0.75
Jony J,Yes Day,github_dataset,0.8
Jony J,Yes Day,github_extended,0.7
Jony J,Yes Day,github_v2,0.75
Jony J,不用去猜,github_dataset,0.8
Jony J,不用去猜,github_extended,0.7
Jony J,不用去猜,github_v2,0.75
Jony J,不用来住,lrc_cx_build,0.88
Jony J,众人皆醉我独醒,github_dataset,0.8
Jony J,众人皆醉我独醒,github_extended,0.7
Jony J,众人皆醉我独醒,github_v2,0.75
Jony J,众人皆醉我独醒,lrc_cx_ext,0.85
Jony J,住你耳朵里,github_dataset,0.8
Jony J,住你耳朵里,github_extended,0.7
Jony J,住你耳朵里,github_v2,0.75
Jony J,你看得见,github_dataset,0.8
Jony J,你看得见,github_extended,0.7
Jony J,你看得见,github_v2,0.75
Jony J,信仰,github_dataset,0.8
Jony J,信仰,github_extended,0.7
Jony J,信仰,github_v2,0.75
Jony J,口袋里的秘密,github_dataset,0.8
Jony J,口袋里的秘密,github_extended,0.7
Jony J,口袋里的秘密,github_v2,0.75
Jony J,口袋里的秘密,lrc_cx_ext,0.85
Jony J,喜新恋旧,github_dataset,0.8
Jony J,喜新恋旧,github_extended,0.7
Jony J,喜新恋旧,github_v2,0.75
Jony J,喽啰,github_dataset,0.8
Jony J,喽啰,github_extended,0.7
Jony J,喽啰,github_v2,0.75
Jony J,奴隶,github_dataset,0.8
Jony J,奴隶,github_extended,0.7
Jony J,奴隶,github_v2,0.75
Jony J,奴隶,lrc_cx_ext,0.85
Jony J,奴隶,netease_top,0.85
Jony J,子弹口水,github_dataset,0.8
Jony J,子弹口水,github_extended,0.7
Jony J,子弹口水,github_v2,0.75
Jony J,安格拉夏,github_dataset,0.8
Jony J,安格拉夏,github_extended,0.7
Jony J,安格拉夏,github_v2,0.75
Jony J,安格拉夏,lrc_cx_ext,0.85
Jony J,安格拉夏,netease_top,0.85
Jony J,开门见山,github_dataset,0.8
Jony J,开门见山,github_extended,0.7
Jony J,开门见山,github_v2,0.75
Jony J,忙先生,github_dataset,0.8
Jony J,忙先生,github_extended,0.7
Jony J,忙先生,github_v2,0.75
Jony J,忙先生,lrc_cx_ext,0.85
Jony J,想把你留在这里,github_dataset,0.8
Jony J,想把你留在这里,github_extended,0.7
Jony J,想把你留在这里,github_v2,0.75
Jony J,慢慢来,github_dataset,0.8
Jony J,慢慢来,github_extended,0.7
Jony J,慢慢来,github_v2,0.75
Jony J,我与自己,lrc_cx_ext,0.85
Jony J,我与自己(feat.讲者),github_dataset,0.8
Jony J,我与自己(feat.讲者),github_extended,0.7
Jony J,我与自己(feat.讲者),github_v2,0.75
Jony J,我的音乐,lrc_cx,0.9
Jony J,我的音乐,lrc_cx_ext,0.85
Jony J,我的音乐,manual,1.0
Jony J,我的音乐,netease_top,0.85
Jony J,改变,github_dataset,0.8
Jony J,改变,github_extended,0.7
Jony J,改变,github_v2,0.75
Jony J,改变,lrc_cx_ext,0.85
Jony J,无业游民,github_dataset,0.8
Jony J,无业游民,github_extended,0.7
Jony J,无业游民,github_v2,0.75
Jony J,时光列车,github_dataset,0.8
Jony J,时光列车,github_extended,0.7
Jony J,时光列车,github_v2,0.75
Jony J,时光列车,lrc_cx_ext,0.85
Jony J,泛滥,github_dataset,0.8
Jony J,泛滥,github_extended,0.7
Jony J,泛滥,github_v2,0.75
Jony J,物女金,github_dataset,0.8
Jony J,物女金,github_extended,0.7
Jony J,物女金,github_v2,0.75
Jony J,甜葡萄 红眼睛 (Live),github_dataset,0.8
Jony J,甜葡萄 红眼睛 (Live),github_extended,0.7
Jony J,甜葡萄 红眼睛 (Live),github_v2,0.75
Jony J,甜葡萄 红眼睛,github_dataset,0.8
Jony J,甜葡萄 红眼睛,github_extended,0.7
Jony J,甜葡萄 红眼睛,github_v2,0.75
Jony J,甜葡萄红眼睛,lrc_cx_ext,0.85
Jony J,甜葡萄红眼睛,netease_top,0.85
Jony J,疯人院,lrc_cx_build,0.88
Jony J,睡前老报纸[Bonus track],github_dataset,0.8
Jony J,睡前老报纸[Bonus track],github_extended,0.7
Jony J,睡前老报纸[Bonus track],github_v2,0.75
Jony J,让我回去,lrc_cx_ext,0.85
Jony J,让我回去,netease_top,0.85
Jony J,记忆碎片,github_dataset,0.8
Jony J,记忆碎片,github_extended,0.7
Jony J,记忆碎片,github_v2,0.75
Jony J,记忆碎片,lrc_cx_ext,0.85
Jony J,记忆碎片,netease_top,0.85
Jony J,返老还童,github_dataset,0.8
Jony J,返老还童,github_extended,0.7
Jony J,返老还童,github_v2,0.75
Jony J,连锁反应,github_dataset,0.8
Jony J,连锁反应,github_extended,0.7
Jony J,连锁反应,github_v2,0.75
Jony J,迷宫Intro,github_dataset,0.8
Jony J,迷宫Intro,github_extended,0.7
Jony J,迷宫Intro,github_v2,0.75
Jony J,迷宫Outro,github_dataset,0.8
Jony J,迷宫Outro,github_extended,0.7
Jony J,迷宫Outro,github_v2,0.75
Jony J,雾,lrc_cx_build,0.88
KeyNG,亲爱的第,lrc_cx_build,0.88
KeyNG,人间不值得,lrc_cx_build,0.88
KeyNG,人间清醒,lrc_cx_build,0.88
KeyNG,别闹,lrc_cx_build,0.88
KeyNG,我本优秀,lrc_cx_build,0.88
KeyNG,我本单纯,lrc_cx_build,0.88
KeyNG,我本善良,lrc_cx_build,0.88
KeyNG,没有理由,lrc_cx_build,0.88
Lil Jet,0755,github_dataset,0.8
Lil Jet,0755,github_extended,0.7
Lil Jet,0755,github_v2,0.75
Lil Jet,Bounce Back（Prod.牧羊少年）,github_dataset,0.8
Lil Jet,Bounce Back（Prod.牧羊少年）,github_extended,0.7
Lil Jet,Bounce Back（Prod.牧羊少年）,github_v2,0.75
Lil Jet,Don't Turn Around,github_dataset,0.8
Lil Jet,Don't Turn Around,github_extended,0.7
Lil Jet,Don't Turn Around,github_v2,0.75
Lil Jet,JET式病毒,github_dataset,0.8
Lil Jet,JET式病毒,github_extended,0.7
Lil Jet,JET式病毒,github_v2,0.75
Lil Jet,Jet school,github_dataset,0.8
Lil Jet,Jet school,github_extended,0.7
Lil Jet,Jet school,github_v2,0.75
Lil Jet,Lil.Jet - 再一起（暴雨remix）,github_dataset,0.8
Lil Jet,Lil.Jet - 再一起（暴雨remix）,github_extended,0.7
Lil Jet,Lil.Jet - 再一起（暴雨remix）,github_v2,0.75
Lil Jet,Lil.Jet-暴雨Remix（ZoBee/Lil.Jet/Ms.CANG Remix）,github_dataset,0.8
Lil Jet,Lil.Jet-暴雨Remix（ZoBee/Lil.Jet/Ms.CANG Remix）,github_extended,0.7
Lil Jet,Lil.Jet-暴雨Remix（ZoBee/Lil.Jet/Ms.CANG Remix）,github_v2,0.75
Lil Jet,Lil.Jet-自由世界（Lil white孙明栋 / Lil.Jet remix）,github_dataset,0.8
Lil Jet,Lil.Jet-自由世界（Lil white孙明栋 / Lil.Jet remix）,github_extended,0.7
Lil Jet,Lil.Jet-自由世界（Lil white孙明栋 / Lil.Jet remix）,github_v2,0.75
Lil Jet,Money Money,github_dataset,0.8
Lil Jet,Money Money,github_extended,0.7
Lil Jet,Money Money,github_v2,0.75
Lil Jet,NO WAY( Feat. Lil Jet ),github_dataset,0.8
Lil Jet,NO WAY( Feat. Lil Jet ),github_extended,0.7
Lil Jet,NO WAY( Feat. Lil Jet ),github_v2,0.75
Lil Jet,No Matter Where（Prod.by S.O）,github_dataset,0.8
Lil Jet,No Matter Where（Prod.by S.O）,github_extended,0.7
Lil Jet,No Matter Where（Prod.by S.O）,github_v2,0.75
Lil Jet,Rainbow(暴雨remix),github_dataset,0.8
Lil Jet,Rainbow(暴雨remix),github_extended,0.7
Lil Jet,Rainbow(暴雨remix),github_v2,0.75
Lil Jet,Rainstorm(暴雨Remix),github_dataset,0.8
Lil Jet,Rainstorm(暴雨Remix),github_extended,0.7
Lil Jet,Rainstorm(暴雨Remix),github_v2,0.75
Lil Jet,Stupid (feat. Lil.Jet),github_dataset,0.8
Lil Jet,Stupid (feat. Lil.Jet),github_extended,0.7
Lil Jet,Stupid (feat. Lil.Jet),github_v2,0.75
Lil Jet,VJ - END,github_dataset,0.8
Lil Jet,VJ - END,github_extended,0.7
Lil Jet,VJ - END,github_v2,0.75
Lil Jet,Venus,github_dataset,0.8
Lil Jet,Venus,github_extended,0.7
Lil Jet,Venus,github_v2,0.75
